# 300 K
-0.001505 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.053533 0.000057 0.000086 0.000097 0.000000 0.000000 -0.000000 0.004198 0.006335 0.007116 0.000000 0.000000 -0.000000 
0.108572 0.001065 0.001594 0.001678 0.000000 0.000000 -0.000000 0.037594 0.056885 0.060784 0.000000 0.000000 -0.000000 
0.163611 0.004475 0.006535 0.006682 0.000000 0.000000 -0.000000 0.089906 0.136519 0.128702 0.000000 0.000000 -0.000000 
0.218650 0.010793 0.018777 0.017958 0.000000 0.000000 -0.000000 0.141474 0.328947 0.246187 0.000000 0.000000 -0.000000 
0.273688 0.020627 0.041248 0.032173 0.000000 0.000000 -0.000000 0.191811 0.421409 0.275264 0.000000 0.000000 -0.000000 
0.328727 0.031826 0.065231 0.049082 0.000000 0.000000 -0.000000 0.224409 0.501310 0.326277 0.000000 0.000000 -0.000000 
0.383766 0.045176 0.094731 0.067899 0.000000 0.000000 -0.000000 0.258576 0.576113 0.357690 0.000000 0.000000 -0.000000 
0.438805 0.060697 0.130164 0.087708 0.000000 0.000000 -0.000000 0.290144 0.654913 0.362990 0.000000 0.000000 -0.000000 
0.493843 0.077456 0.168166 0.110548 0.000000 0.000000 -0.000000 0.328275 0.716766 0.297107 0.000000 0.000000 -0.000000 
0.548882 0.096201 0.208865 0.124456 0.000000 0.000000 -0.000000 0.307514 0.790023 0.235823 0.000000 0.000000 0.000000 
0.603921 0.113821 0.255248 0.137092 0.000000 0.000000 -0.000000 0.381811 0.909876 0.218299 0.000000 0.000000 0.000000 
0.658960 0.131236 0.309232 0.146744 0.000000 0.000000 -0.000000 0.260456 1.046972 0.152604 0.000000 0.000000 0.000000 
0.713998 0.144831 0.370677 0.154051 0.000000 0.000000 -0.000000 0.198635 1.125118 0.117226 0.000000 0.000000 0.000000 
0.769037 0.154010 0.432967 0.160236 0.000000 0.000000 -0.000000 0.150527 1.208689 0.106235 0.000000 0.000000 0.000000 
0.824076 0.161482 0.501394 0.165878 0.000000 0.000000 -0.000000 0.121585 1.225385 0.101133 0.000000 0.000000 -0.000000 
0.879114 0.168158 0.568463 0.171908 0.000000 0.000000 -0.000000 0.135947 1.248019 0.136282 0.000000 0.000000 -0.000000 
0.934153 0.175785 0.637884 0.180062 0.000000 0.000000 -0.000000 0.137409 1.230123 0.149467 0.000000 0.000000 -0.000000 
0.989192 0.183193 0.699044 0.187952 0.000000 0.000000 -0.000000 0.134502 1.042538 0.144208 0.000000 0.000000 0.000000 
1.044231 0.190464 0.753895 0.196705 0.000000 0.000000 -0.000000 0.136898 0.983646 0.172618 0.000000 0.000000 -0.000000 
1.099269 0.197911 0.795902 0.205711 0.000000 0.000000 -0.000000 0.129656 0.480089 0.153119 0.000000 0.000000 0.000000 
1.154308 0.203722 0.821177 0.212637 0.000000 0.000000 -0.000000 0.078674 0.502180 0.097466 0.000000 0.000000 -0.000000 
1.209347 0.206338 0.843443 0.216232 0.000000 0.000000 -0.000000 0.042803 0.408878 0.071119 0.000000 0.000000 0.000000 
1.264386 0.210282 0.865681 0.220942 0.000000 0.000000 -0.000000 0.077514 0.441886 0.084994 0.000000 0.000000 -0.000000 
1.319424 0.214673 0.894650 0.227500 0.000000 0.000000 -0.000000 0.078097 0.606823 0.138651 0.000000 0.000000 -0.000000 
1.374463 0.218068 0.933296 0.234400 0.000000 0.000000 -0.000000 0.049984 0.662626 0.105669 0.000000 0.000000 -0.000000 
1.429502 0.220653 0.966532 0.239278 0.000000 0.000000 -0.000000 0.051634 0.668862 0.080215 0.000000 0.000000 0.000000 
1.484541 0.222565 0.993984 0.241871 0.000000 0.000000 -0.000000 0.026646 0.443814 0.011089 0.000000 0.000000 0.000000 
1.539579 0.224041 1.018931 0.242425 0.000000 0.000000 -0.000000 0.026244 0.450739 0.009492 0.000000 0.000000 0.000000 
1.594618 0.225614 1.043133 0.243704 0.000000 0.000000 -0.000000 0.034065 0.447311 0.038915 0.000000 0.000000 0.000000 
1.649657 0.227620 1.068854 0.246131 0.000000 0.000000 -0.000000 0.031533 0.437871 0.036532 0.000000 0.000000 0.000000 
1.704696 0.229187 1.082471 0.248441 0.000000 0.000000 -0.000000 0.035633 0.135563 0.054975 0.000000 0.000000 0.000000 
1.759734 0.230766 1.101665 0.251050 0.000000 0.000000 -0.000000 0.032659 0.431811 0.060456 0.000000 0.000000 -0.000000 
1.814773 0.232803 1.125589 0.255067 0.000000 0.000000 -0.000000 0.034719 0.383596 0.079186 0.000000 0.000000 0.000000 
1.869812 0.234218 1.148207 0.258849 0.000000 0.000000 -0.000000 0.016527 0.442673 0.045612 0.000000 0.000000 0.000000 
1.924851 0.234712 1.176039 0.260649 0.000000 0.000000 -0.000000 0.003766 0.562625 0.024416 0.000000 0.000000 0.000000 
1.979889 0.234910 1.202848 0.261996 0.000000 0.000000 -0.000000 0.004277 0.465225 0.024867 0.000000 0.000000 0.000000 
2.034928 0.235273 1.228153 0.264852 0.000000 0.000000 -0.000000 0.009766 0.415874 0.079396 0.000000 0.000000 0.000000 
2.089967 0.236037 1.247794 0.269552 0.000000 0.000000 -0.000000 0.019906 0.356526 0.081329 0.000000 0.000000 -0.000000 
2.145006 0.236745 1.264127 0.273093 0.000000 0.000000 -0.000000 0.009324 0.300704 0.061337 0.000000 0.000000 -0.000000 
2.200044 0.237622 1.284627 0.277497 0.000000 0.000000 -0.000000 0.017811 0.343483 0.082518 0.000000 0.000000 -0.000000 
2.255083 0.238704 1.297663 0.280549 0.000000 0.000000 -0.000000 0.022181 0.106682 0.040269 0.000000 0.000000 -0.000000 
2.310122 0.240491 1.307029 0.285613 0.000000 0.000000 -0.000000 0.040017 0.163715 0.120025 0.000000 0.000000 -0.000000 
2.365161 0.242889 1.314403 0.291998 0.000000 0.000000 -0.000000 0.045866 0.126643 0.104234 0.000000 0.000000 0.000000 
2.420199 0.245592 1.321760 0.297707 0.000000 0.000000 -0.000000 0.036518 0.119709 0.081090 0.000000 0.000000 -0.000000 
2.475238 0.246688 1.325950 0.300195 0.000000 0.000000 -0.000000 0.007481 0.065879 0.030888 0.000000 0.000000 -0.000000 
2.530277 0.246956 1.327912 0.300892 0.000000 0.000000 -0.000000 0.012133 0.020522 0.023753 0.000000 0.000000 -0.000000 
2.585316 0.248320 1.329912 0.302888 0.000000 0.000000 -0.000000 0.037129 0.066212 0.040854 0.000000 0.000000 0.000000 
2.640354 0.250952 1.335699 0.305501 0.000000 0.000000 -0.000000 0.055926 0.124595 0.057939 0.000000 0.000000 0.000000 
2.695393 0.253807 1.342656 0.308626 0.000000 0.000000 -0.000000 0.050903 0.111683 0.051098 0.000000 0.000000 0.000000 
2.750432 0.257296 1.349323 0.311361 0.000000 0.000000 -0.000000 0.066425 0.112691 0.045291 0.000000 0.000000 0.000000 
2.805470 0.260872 1.355438 0.313346 0.000000 0.000000 -0.000000 0.063650 0.101911 0.031516 0.000000 0.000000 0.000000 
2.860509 0.263877 1.360396 0.314693 0.000000 0.000000 -0.000000 0.045370 0.078169 0.017709 0.000000 0.000000 0.000000 
2.915548 0.265881 1.364163 0.315604 0.000000 0.000000 -0.000000 0.031996 0.053196 0.021953 0.000000 0.000000 0.000000 
2.970587 0.267366 1.366839 0.316942 0.000000 0.000000 -0.000000 0.022751 0.043508 0.021783 0.000000 0.000000 0.000000 
3.025625 0.268460 1.368736 0.317886 0.000000 0.000000 -0.000000 0.017432 0.028579 0.013876 0.000000 0.000000 0.000000 
3.080664 0.269229 1.369947 0.318448 0.000000 0.000000 -0.000000 0.010484 0.016814 0.006644 0.000000 0.000000 0.000000 
3.135703 0.269638 1.370623 0.318644 0.000000 0.000000 -0.000000 0.004979 0.008464 0.001750 0.000000 0.000000 0.000000 
3.190742 0.269822 1.370938 0.318729 0.000000 0.000000 -0.000000 0.001999 0.003617 0.001279 0.000000 0.000000 0.000000 
3.245780 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.300819 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.355858 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.410897 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.465935 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.520974 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.576013 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.631052 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.686090 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.741129 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.796168 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.851207 0.269871 1.371026 0.318750 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.906245 0.269893 1.371443 0.318751 0.000000 0.000000 -0.000000 0.000934 0.029808 0.000040 0.000000 0.000000 -0.000000 
3.961284 0.269917 1.374402 0.318753 0.000000 0.000000 -0.000000 0.000281 0.069694 0.000054 0.000000 0.000000 0.000000 
4.016323 0.269930 1.379441 0.318758 0.000000 0.000000 -0.000000 0.000222 0.102856 0.000179 0.000000 0.000000 0.000000 
4.071362 0.269945 1.386499 0.318775 0.000000 0.000000 -0.000000 0.000299 0.143309 0.000424 0.000000 0.000000 -0.000000 
4.126400 0.269970 1.394311 0.318812 0.000000 0.000000 -0.000000 0.000608 0.149619 0.000942 0.000000 0.000000 -0.000000 
4.181439 0.270016 1.402733 0.318884 0.000000 0.000000 -0.000000 0.001413 0.143946 0.002067 0.000000 0.000000 -0.000000 
4.236478 0.270407 1.410174 0.319349 0.000000 0.000000 -0.000000 0.013230 0.106574 0.015376 0.000000 0.000000 -0.000000 
4.291517 0.271077 1.414176 0.319940 0.000000 0.000000 -0.000000 0.005609 0.047685 0.010221 0.000000 0.000000 -0.000000 
4.346555 0.271280 1.416109 0.320345 0.000000 0.000000 -0.000000 0.010043 0.047324 0.015551 0.000000 0.000000 -0.000000 
4.401594 0.272579 1.420861 0.321021 0.000000 0.000000 -0.000000 0.033729 0.131221 0.014658 0.000000 0.000000 0.000000 
4.456633 0.274414 1.430616 0.322302 0.000000 0.000000 -0.000000 0.033309 0.211005 0.024937 0.000000 0.000000 -0.000000 
4.511672 0.276192 1.443411 0.323688 0.000000 0.000000 -0.000000 0.029817 0.273509 0.030488 0.000000 0.000000 -0.000000 
4.566710 0.277582 1.461425 0.324910 0.000000 0.000000 -0.000000 0.020304 0.390047 0.020809 0.000000 0.000000 0.000000 
4.621749 0.278326 1.480150 0.325817 0.000000 0.000000 -0.000000 0.008838 0.331759 0.014139 0.000000 0.000000 0.000000 
4.676788 0.278753 1.497303 0.326646 0.000000 0.000000 -0.000000 0.009827 0.283521 0.018310 0.000000 0.000000 -0.000000 
4.731826 0.279353 1.510789 0.327832 0.000000 0.000000 -0.000000 0.010409 0.221653 0.024597 0.000000 0.000000 -0.000000 
4.786865 0.279924 1.521554 0.329411 0.000000 0.000000 -0.000000 0.009979 0.164978 0.028762 0.000000 0.000000 -0.000000 
4.841904 0.280699 1.528707 0.331120 0.000000 0.000000 -0.000000 0.020059 0.094284 0.035517 0.000000 0.000000 -0.000000 
4.896943 0.281770 1.532135 0.332839 0.000000 0.000000 -0.000000 0.016028 0.037265 0.027427 0.000000 0.000000 -0.000000 
