,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.0,0.0,0.0,5.917391430807595,11.050556455413064,4.860598787827967,12.414944841556991,8.501372886008797,3.32061963833436,7.527183361720263,1.652607193929574,7.030039461928684,7.220640351195125,1.542761779614791,4.193139981391071,4.589881764284184,4.124867368940446,2.7197460633200468,4.1410980646621525,4.264053106558475,2.5473441996659743,2.832629865190906,1.9961453400748452,0.6944420497737559,2.13168281274457,1.4121537597325964,1.961026845685705,1.9506963194266034,3.544952641547677,4.4971852307165285,6.195485045944873,5.151221896690036,7.944632458660466,4.828661181812678,2.759008418557686,1.7248537821572179
1,23.438680037765216,68.01732022481288,45.584663001615326,5.711008533589618,10.683226737855408,9.120663159625943,4.683006570935755,8.236870692980657,3.9470947709246986,7.6258678794518975,1.5897462838308574,7.043412827737819,7.108747807136677,1.4827881037861796,4.6772039328640505,4.6697733794978005,4.10661776739609,2.7319188319775662,4.411197085785122,3.5359644867892746,2.589451161899688,2.6422362604137195,2.0150971170671585,0.7280620921892483,2.1536687883703,1.4014660520620044,1.9588383562975202,1.9180883623213063,3.554792350322928,4.546797415028939,6.123287914742805,5.2975298831728885,7.1076879006440485,3.8938735889851004,2.488411967585254,1.8306964022717616
2,17.543663494895437,25.265237371273884,18.527116212192613,5.434580335040456,11.553922665756977,8.208613103726242,4.978554491259751,8.277610821006785,7.695421875490399,4.344038944109976,1.451466110142945,7.182172576066062,7.103878271896346,1.5892543248355344,5.044031930591947,4.7145351803465045,4.0765437482134566,2.8776427678991974,4.8366298759595665,3.149445267249703,2.9227437008506247,2.36436640046707,2.073838349420714,0.7109890051166426,2.089492809428273,1.3970528755507974,1.9807643840566331,1.9120232745188066,3.5920691385027372,4.574821331231354,4.968480386877757,5.964591620417554,3.577049870898446,4.114253424206534,2.7327666143499387,1.8913750466256147
3,15.887738253404814,13.452860807264749,12.479586539163584,4.313186186444045,10.895847230108437,7.811504304546638,5.46505303248989,8.167044998550105,7.502972335467901,4.42321663869097,1.2167348194864829,7.463859836011585,7.488283384294963,1.5601159387879004,5.119788228159034,4.838858658169922,4.0218044438871665,2.9712795499213542,4.5220028790011435,3.4400584027192025,3.3458120805213407,1.944813158693312,2.126304426460369,0.8068139138402901,2.062662056490544,1.4442926048307778,1.9497982934001201,1.8690097308440239,3.6795136162722204,4.394004544910935,4.556583224977594,5.710609380534672,3.2944386546079523,2.9212493737419973,2.8941265530778533,2.006743070206178
4,8.91482004065757,17.662229561544823,5.013058600777154,11.986752325744773,11.56626069045724,7.982559826450859,5.83667750858945,7.905845715362801,7.767627453963168,4.455174212416004,1.120238882105343,1.504311115463356,8.445813641244753,8.689727621440323,4.955861873775879,4.922114088737338,3.903674054006691,3.033066321318074,3.617330841731509,3.7232184871008496,3.0735856516375644,1.8695831038061834,2.145289901496361,0.9185211188784025,1.9664657313766578,1.5221139361363185,1.8993784566748815,1.8747559884438432,3.7379434065010892,4.583302667541068,4.178899207002744,5.259827228044354,2.7927583008899077,2.616209235641129,3.066448646171112,2.325329444681243
5,8.067120401074723,16.257307573260032,5.6915652735635405,13.044436074091287,11.71994917958525,8.095582459017871,8.138267460616651,8.144558619209906,5.8322639803987775,4.735734930379618,1.2591027967188642,1.4422406541204704,8.937547387730625,9.183431648999898,4.995503163595347,4.788298366000429,3.7516586629904025,3.2059374959780804,4.040325014944034,3.9530578998523382,2.2406485927405857,2.1556779052540977,2.199911824800232,1.7977642465235346,1.855621117437412,1.5513067584471403,1.8374957697379324,1.9015753559668422,3.611095681059512,4.499303009720612,4.626144854460834,5.130287905369255,2.744195592227579,2.5547525036652554,3.2577610367706646,2.7252907929287886
6,6.609683602335394,6.609683602335394,14.313458507302425,14.313458507302425,8.624236220070635,8.624236220070635,8.25302441321176,8.25302441321176,5.07112245600258,5.07112245600258,1.3349710955863043,1.3349710955863043,9.104766906461075,9.104766906461075,4.89372487550788,4.89372487550788,3.550137888034469,3.550137888034469,4.072539605088081,4.072539605088081,2.3168970241144167,2.3168970241144167,2.0399977478609963,2.0399977478609963,1.7137978078684775,1.7137978078684775,1.8476591078112996,1.8476591078112996,3.95471917018543,3.95471917018543,4.980689228050024,4.980689228050024,2.263517049533103,2.263517049533103,3.0186351262206412,3.0186351262206412
7,43.35454169867705,28.37449683079534,70.07827801009533,5.781335494779157,10.33956594049835,6.3975777151480315,6.3975777151480315,8.562575213403116,3.3699531555424547,7.757668632020202,1.228946636281556,6.778518329288011,7.158635315139797,1.5731507872505872,4.5376451404568225,4.704859184352253,4.216961700877089,2.8524055523239404,4.199845248965888,4.1001609429318835,2.6141009031925426,2.782866760067864,2.0152407951544746,0.7945749788505357,2.4599205641138915,1.512981578036012,2.0600319878628754,1.896361919970215,3.2558812107685053,3.844040519446717,5.657642896450778,5.41937951054878,7.49891754230953,4.620247897159526,2.710585169611848,1.8855274753377702
8,45.78232270894765,26.962284715027117,28.890503709472263,5.582083501459143,10.244524574378717,9.170906501958227,4.626682563106172,8.252028804676536,4.147816548695775,6.550917530392622,1.1220185844358577,6.756684387264622,7.003410185772459,1.6099171568394601,4.667974852869031,4.830151639885918,4.201549733562829,2.8412595624072243,4.518226015648765,3.3266499379669656,2.882734325061363,2.676043789679751,2.023236390002057,0.8325505022561455,2.4433833284574,1.519097772137374,2.0510985184041064,1.9574450405747672,3.2741488269409516,3.9902032121951256,5.415014212191239,5.716459502572303,6.99868229258161,4.040245984290053,2.5838619640004667,1.8827659296003394
9,35.40827296455262,20.82367771680653,14.252933667361884,5.39452794139929,10.113868082877177,7.963705570256298,5.0458694683046375,7.985023484631327,5.564880299823379,5.526934320623373,1.0503271611454597,6.7410606800958615,7.079420480910877,1.581651122281316,5.0349522059814005,5.012431213989384,4.074083393138038,2.792806293595396,4.763228486776739,3.0651224223057385,3.0102501041329175,2.382476992476776,2.125817565072769,0.7888621721457927,2.3348510121629245,1.5360367083680966,2.048211693662894,2.0374260837932243,3.347467193170367,4.447340787609399,4.88456390586365,5.651993552168506,4.095673990396861,4.4128105761402034,2.694737379008679,1.9449273786069983
