# 300 K
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
15.990268 0.037948 0.117569 0.042229 0.000000 0.000000 0.000000 0.003207 0.016829 0.005587 0.000000 0.000000 0.000000 
31.980535 0.070321 0.370919 0.101294 0.000000 0.000000 0.000000 0.001034 0.013589 0.002340 0.000000 0.000000 -0.000000 
47.970803 0.085940 0.578574 0.130485 0.000000 0.000000 0.000000 0.000929 0.011336 0.001584 0.000000 0.000000 0.000000 
63.961070 0.100813 0.716906 0.150149 0.000000 0.000000 0.000000 0.000909 0.007251 0.000969 0.000000 0.000000 0.000000 
79.951338 0.115300 0.835758 0.164047 0.000000 0.000000 0.000000 0.000874 0.007631 0.000780 0.000000 0.000000 0.000000 
95.941605 0.131206 0.978855 0.177009 0.000000 0.000000 0.000000 0.001134 0.009709 0.000846 0.000000 0.000000 0.000000 
111.931873 0.150045 1.108507 0.190167 0.000000 0.000000 0.000000 0.001134 0.006238 0.000695 0.000000 0.000000 0.000000 
127.922140 0.167940 1.187648 0.201902 0.000000 0.000000 0.000000 0.001078 0.003885 0.000708 0.000000 0.000000 -0.000000 
143.912408 0.183924 1.238809 0.212592 0.000000 0.000000 0.000000 0.001008 0.002777 0.000601 0.000000 0.000000 -0.000000 
159.902675 0.198660 1.274112 0.221615 0.000000 0.000000 0.000000 0.000759 0.001691 0.000484 0.000000 0.000000 -0.000000 
175.892943 0.210708 1.297813 0.228963 0.000000 0.000000 0.000000 0.000706 0.001409 0.000466 0.000000 0.000000 -0.000000 
191.883210 0.221645 1.319353 0.235901 0.000000 0.000000 0.000000 0.000551 0.001176 0.000436 0.000000 0.000000 -0.000000 
207.873478 0.229601 1.336240 0.242929 0.000000 0.000000 0.000000 0.000478 0.001022 0.000420 0.000000 0.000000 -0.000000 
223.863746 0.236077 1.352500 0.249632 0.000000 0.000000 0.000000 0.000335 0.000882 0.000411 0.000000 0.000000 -0.000000 
239.854013 0.240613 1.365621 0.255707 0.000000 0.000000 0.000000 0.000291 0.000811 0.000409 0.000000 0.000000 -0.000000 
255.844281 0.244695 1.376715 0.262189 0.000000 0.000000 -0.000000 0.000254 0.000744 0.000406 0.000000 0.000000 -0.000000 
271.834548 0.248383 1.387895 0.269277 0.000000 0.000000 -0.000000 0.000221 0.000682 0.000370 0.000000 0.000000 -0.000000 
287.824816 0.252390 1.399019 0.274531 0.000000 0.000000 -0.000000 0.000201 0.000623 0.000300 0.000000 0.000000 -0.000000 
303.815083 0.255001 1.409619 0.278768 0.000000 0.000000 -0.000000 0.000184 0.000566 0.000239 0.000000 0.000000 -0.000000 
319.805351 0.257514 1.417798 0.282803 0.000000 0.000000 -0.000000 0.000167 0.000526 0.000218 0.000000 0.000000 -0.000000 
335.795618 0.260459 1.426715 0.286329 0.000000 0.000000 -0.000000 0.000153 0.000497 0.000211 0.000000 0.000000 -0.000000 
351.785886 0.262832 1.433794 0.289562 0.000000 0.000000 -0.000000 0.000154 0.000467 0.000208 0.000000 0.000000 -0.000000 
367.776153 0.265556 1.441082 0.292524 0.000000 0.000000 -0.000000 0.000152 0.000439 0.000196 0.000000 0.000000 -0.000000 
