,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,18.7060527240041,66.93705676614887,19.368449730692976,0.0,0.0,-5.4134943991148975e-17
2,5.955679151158564,27.01309134422144,6.517572227640943,0.0,0.0,-1.1653615541243315e-17
3,3.2650728563716855,16.04984464992024,3.701609786114652,0.0,0.0,-5.621001391905696e-18
4,2.2673985487742283,11.51720192460123,2.6177601355948825,0.0,0.0,-3.623360524926606e-18
5,1.7554253251657785,9.065847807761651,2.04508899850172,0.0,0.0,-2.681050268560692e-18
6,1.441078574821573,7.519914652580752,1.686777456116561,0.0,0.0,-2.1406365566210923e-18
7,1.2263338365964525,6.445797336509817,1.4391880552683582,0.0,0.0,-1.7900151154551596e-18
8,1.0692148107162596,5.649950676574087,1.2567714624659916,0.0,0.0,-1.5429083014149317e-18
9,0.94871716199148,5.033447579860193,1.11625529393906,0.0,0.0,-1.3584255776783477e-18
10,0.8530986289443174,4.540230880890473,1.0044278755948584,0.0,0.0,-1.214852420992396e-18
11,0.7752355146673581,4.1359138860670654,0.9131848849042746,0.0,0.0,-1.0995969285095225e-18
12,0.7105297484874274,3.7980736024830892,0.8372534126318978,0.0,0.0,-1.004834717142453e-18
13,0.6558671382462521,3.5113766977759227,0.7730413818818372,0.0,0.0,-9.254296904793157e-19
14,0.6090563089114158,3.264936739405317,0.7180102265082733,0.0,0.0,-8.578586494583546e-19
15,0.5685066653992523,3.0507871887617988,0.6703113469086102,0.0,0.0,-7.996167232600756e-19
16,0.5330336714292754,2.8629515302671504,0.6285646294800805,0.0,0.0,-7.488697180348486e-19
17,0.5017359251144051,2.6968518771850536,0.5917177965976828,0.0,0.0,-7.042410199791662e-19
18,0.4739147052226296,2.548918971679824,0.5589539161052304,0.0,0.0,-6.646756434100466e-19
19,0.44901967712592233,2.4163270304756357,0.5296287477261264,0.0,0.0,-6.293504832768491e-19
20,0.42661127756923195,2.2968087275526803,0.5032272032230267,0.0,0.0,-5.976133042682876e-19
21,0.4063340544866467,2.1885231737637407,0.47933240981412845,0.0,0.0,-5.689401970263611e-19
22,0.3878973908743249,2.0899598596703273,0.45760329589695536,0.0,0.0,-5.429052457890059e-19
23,0.3710613199597739,1.9998675569482582,0.43775806859529115,0.0,0.0,-5.19158475937614e-19
24,0.3556259219541418,1.9172008865924566,0.4195618453168896,0.0,0.0,-4.974095414641047e-19
25,0.3414232857930749,1.8410796134513068,0.40281726587076216,0.0,0.0,-4.774154706801834e-19
26,0.32831133751980923,1.7707572528775284,0.38735727713686247,0.0,0.0,-4.589713321473871e-19
27,0.31616904690721864,1.7055965879750985,0.3730395240480625,0.0,0.0,-4.419030354572941e-19
28,0.30489266516887814,1.6450503811749666,0.35974194370942614,0.0,0.0,-4.2606171519850366e-19
29,0.2943927433557792,1.588646035819403,0.3473592714028831,0.0,0.0,-4.1131930435785853e-19
30,0.2845917483803788,1.5359732937096027,0.3358002452784729,0.0,0.0,-3.9756501199269176e-19
31,0.2754221411865698,1.4866742890865918,0.32498535176376997,0.0,0.0,-3.8470249588925e-19
32,0.2668248156543316,1.440435448264462,0.31484499332976024,0.0,0.0,-3.726475747265929e-19
33,0.25874782153210113,1.396980847052808,0.30531798900586327,0.0,0.0,-3.613263629332378e-19
34,0.2511453128107803,1.3560667286537746,0.29635033915160464,0.0,0.0,-3.506737395607645e-19
35,0.24397667638801823,1.3174769521222174,0.28789420166210816,0.0,0.0,-3.406320832079726e-19
36,0.237205805931427,1.2810191921401648,0.27990703852829296,0.0,0.0,-3.311502204350572e-19
37,0.23080049345258652,1.2465217492826604,0.27235090055526107,0.0,0.0,-3.2218254668110694e-19
38,0.22473191690014738,1.2138308593440754,0.26519182481891596,0.0,0.0,-3.1368828747396006e-19
39,0.2189742065354689,1.1828084129548286,0.2583993246525355,0.0,0.0,-3.056308744329902e-19
40,0.21350407630471707,1.1533300143202965,0.25194595599375236,0.0,0.0,-2.9797741573984775e-19
41,0.2083005091130057,1.1252833216821343,0.24580694707455777,0.0,0.0,-2.906982447719506e-19
42,0.20334448702022268,1.0985666229437117,0.2399598809138303,0.0,0.0,-2.837665337385545e-19
43,0.19861875904926318,1.0730876084916665,0.2343844220306201,0.0,0.0,-2.771579616366423e-19
44,0.19410764062636002,1.0487623100926848,0.2290620803547413,0.0,0.0,-2.7085042780755294e-19
45,0.18979683973622388,1.0255141802330283,0.22397600655815753,0.0,0.0,-2.6482380394145743e-19
46,0.1856733057296599,1.0032732906912898,0.21911081403384072,0.0,0.0,-2.5905971863279537e-19
47,0.18172509741252466,0.9819756327172899,0.21445242356006813,0.0,0.0,-2.5354136960266917e-19
48,0.17794126760648873,0.9615625041059359,0.20998792734747992,0.0,0.0,-2.482533595252321e-19
49,0.17431176183051403,0.9419799708390615,0.2057054697046094,0.0,0.0,-2.4318155206376127e-19
50,0.17082732912790102,0.9231783929265328,0.2015941419992014,0.0,0.0,-2.3831294526936987e-19
